marker,mean,std,source
middletemporal_lh_delta_connectivity,0.3312495175,0.0228240674,regression exacte (residu < 1e-14)
middletemporal_lh_delta_entropy,0.4590175182,0.0010848015,regression exacte (residu < 1e-14)
middletemporal_lh_delta_periodic,0.2215636908,0.1551230086,regression exacte (residu < 1e-14)
middletemporal_lh_exponent,0.7742689674,0.3109406157,regression exacte (residu < 1e-14)
middletemporal_lh_gamma_connectivity,0.3502005464,0.0094610497,regression exacte (residu < 1e-14)
middletemporal_lh_gamma_entropy,0.8482004938,0.001550309,regression exacte (residu < 1e-14)
middletemporal_lh_gamma_periodic,0.0964505978,0.0575139868,regression exacte (residu < 1e-14)
middletemporal_lh_theta_connectivity,0.3303913098,0.0108485032,regression exacte (residu < 1e-14)
middletemporal_lh_theta_entropy,0.5153769781,0.0020649798,regression exacte (residu < 1e-14)
middletemporal_lh_theta_periodic,0.0528500081,0.1081471501,regression exacte (residu < 1e-14)
middletemporal_rh_all_connectivity,0.347442291,0.0075892735,regression exacte (residu < 1e-14)
middletemporal_rh_all_entropy,0.7927284067,0.0111538508,regression exacte (residu < 1e-14)
middletemporal_rh_all_periodic,0.0666571251,0.0297467231,regression exacte (residu < 1e-14)
middletemporal_rh_alpha_connectivity,0.3567426291,0.0158084516,regression exacte (residu < 1e-14)
middletemporal_rh_alpha_entropy,0.5739463701,0.002299667,regression exacte (residu < 1e-14)
middletemporal_rh_alpha_periodic,0.0524596766,0.1306195161,regression exacte (residu < 1e-14)
middletemporal_rh_beta_connectivity,0.347752261,0.0073972526,regression exacte (residu < 1e-14)
middletemporal_rh_beta_entropy,0.7203457966,0.0051518794,regression exacte (residu < 1e-14)
middletemporal_rh_beta_periodic,0.0319405745,0.0409528677,regression exacte (residu < 1e-14)
middletemporal_rh_delta_connectivity,0.3313296431,0.0224665335,regression exacte (residu < 1e-14)
middletemporal_rh_delta_entropy,0.4590312818,0.0010631712,regression exacte (residu < 1e-14)
middletemporal_rh_delta_periodic,0.1999473133,0.144585116,regression exacte (residu < 1e-14)
middletemporal_rh_exponent,0.8215964949,0.3055152214,regression exacte (residu < 1e-14)
middletemporal_rh_gamma_connectivity,0.3496411652,0.0092170749,regression exacte (residu < 1e-14)
middletemporal_rh_gamma_entropy,0.8481112039,0.0015918033,regression exacte (residu < 1e-14)
middletemporal_rh_gamma_periodic,0.0937154199,0.0602053059,regression exacte (residu < 1e-14)
middletemporal_rh_theta_connectivity,0.3307540993,0.0113895001,regression exacte (residu < 1e-14)
middletemporal_rh_theta_entropy,0.5154226477,0.0021184398,regression exacte (residu < 1e-14)
middletemporal_rh_theta_periodic,0.0519666997,0.1089145212,regression exacte (residu < 1e-14)
paracentral_lh_all_connectivity,0.3449433739,0.0058174679,regression exacte (residu < 1e-14)
paracentral_lh_all_entropy,0.7771054163,0.0161282595,regression exacte (residu < 1e-14)
paracentral_lh_all_periodic,0.0733779861,0.0301370467,regression exacte (residu < 1e-14)
paracentral_lh_alpha_connectivity,0.3587093642,0.0176579125,regression exacte (residu < 1e-14)
paracentral_lh_alpha_entropy,0.5730581571,0.0033354619,regression exacte (residu < 1e-14)
paracentral_lh_alpha_periodic,0.1794276549,0.1674861584,regression exacte (residu < 1e-14)
paracentral_lh_beta_connectivity,0.3456078434,0.0062919998,regression exacte (residu < 1e-14)
paracentral_lh_beta_entropy,0.7170670112,0.0053825951,regression exacte (residu < 1e-14)
paracentral_lh_beta_periodic,0.0462336761,0.0522979925,regression exacte (residu < 1e-14)
paracentral_lh_delta_connectivity,0.327638393,0.0221377952,regression exacte (residu < 1e-14)
paracentral_lh_delta_entropy,0.4593269805,0.0010549488,regression exacte (residu < 1e-14)
paracentral_lh_delta_periodic,0.0933191898,0.1194167258,regression exacte (residu < 1e-14)
paracentral_lh_exponent,1.0765358527,0.2690557563,regression exacte (residu < 1e-14)
paracentral_lh_gamma_connectivity,0.3458298429,0.0067574466,regression exacte (residu < 1e-14)
paracentral_lh_gamma_entropy,0.8468376889,0.0016592165,regression exacte (residu < 1e-14)
paracentral_lh_gamma_periodic,0.0542469488,0.050411449,regression exacte (residu < 1e-14)
paracentral_lh_theta_connectivity,0.3290735474,0.0108022487,regression exacte (residu < 1e-14)
paracentral_lh_theta_entropy,0.5159764707,0.002186506,regression exacte (residu < 1e-14)
paracentral_lh_theta_periodic,0.1007177974,0.1139046167,regression exacte (residu < 1e-14)
paracentral_rh_all_connectivity,0.3447491571,0.0057142616,regression exacte (residu < 1e-14)
paracentral_rh_all_entropy,0.7777780432,0.015361908,regression exacte (residu < 1e-14)
paracentral_rh_all_periodic,0.0731965402,0.0301896102,regression exacte (residu < 1e-14)
paracentral_rh_alpha_connectivity,0.358666017,0.0172608103,regression exacte (residu < 1e-14)
paracentral_rh_alpha_entropy,0.5731465805,0.0033482571,regression exacte (residu < 1e-14)
paracentral_rh_alpha_periodic,0.176254226,0.1643960486,regression exacte (residu < 1e-14)
paracentral_rh_beta_connectivity,0.3452343698,0.0059587642,regression exacte (residu < 1e-14)
paracentral_rh_beta_entropy,0.7171109965,0.0052083954,regression exacte (residu < 1e-14)
paracentral_rh_beta_periodic,0.0443067016,0.0495742021,regression exacte (residu < 1e-14)
paracentral_rh_delta_connectivity,0.3273266884,0.0217636009,regression exacte (residu < 1e-14)
paracentral_rh_delta_entropy,0.4594174719,0.0011199312,regression exacte (residu < 1e-14)
paracentral_rh_delta_periodic,0.0933570871,0.1150894057,regression exacte (residu < 1e-14)
paracentral_rh_exponent,1.0709898064,0.2662500917,regression exacte (residu < 1e-14)
paracentral_rh_gamma_connectivity,0.345930194,0.0068627785,regression exacte (residu < 1e-14)
paracentral_rh_gamma_entropy,0.8468735865,0.0016176786,regression exacte (residu < 1e-14)
paracentral_rh_gamma_periodic,0.0565306049,0.0496316915,regression exacte (residu < 1e-14)
paracentral_rh_theta_connectivity,0.3290398216,0.0108457402,regression exacte (residu < 1e-14)
paracentral_rh_theta_entropy,0.5159748742,0.0021777181,regression exacte (residu < 1e-14)
paracentral_rh_theta_periodic,0.0965322766,0.1105403111,regression exacte (residu < 1e-14)
parahippocampal_lh_all_connectivity,0.3491552296,0.0083694681,regression exacte (residu < 1e-14)
parahippocampal_lh_all_entropy,0.7910310031,0.0111405413,regression exacte (residu < 1e-14)
parahippocampal_lh_all_periodic,0.0680837476,0.0301326361,regression exacte (residu < 1e-14)
parahippocampal_lh_alpha_connectivity,0.3584903712,0.0153193699,regression exacte (residu < 1e-14)
parahippocampal_lh_alpha_entropy,0.5735503294,0.0023636401,regression exacte (residu < 1e-14)
parahippocampal_lh_alpha_periodic,0.0750541028,0.1305685772,regression exacte (residu < 1e-14)
parahippocampal_lh_beta_connectivity,0.3504261854,0.0097021229,regression exacte (residu < 1e-14)
parahippocampal_lh_beta_entropy,0.720148444,0.0051046639,regression exacte (residu < 1e-14)
parahippocampal_lh_beta_periodic,0.0357722193,0.0449139697,regression exacte (residu < 1e-14)
parahippocampal_lh_delta_connectivity,0.3301745366,0.0227551728,regression exacte (residu < 1e-14)
parahippocampal_lh_delta_entropy,0.4591975691,0.0011831714,regression exacte (residu < 1e-14)
parahippocampal_lh_delta_periodic,0.1876620533,0.1449381031,regression exacte (residu < 1e-14)
parahippocampal_lh_exponent,0.8940243875,0.273535987,regression exacte (residu < 1e-14)
parahippocampal_lh_gamma_connectivity,0.3504607662,0.0095120958,regression exacte (residu < 1e-14)
parahippocampal_lh_gamma_entropy,0.8477954962,0.0016361701,regression exacte (residu < 1e-14)
parahippocampal_lh_gamma_periodic,0.0853242516,0.0603352901,regression exacte (residu < 1e-14)
parahippocampal_lh_theta_connectivity,0.3318993478,0.0112183752,regression exacte (residu < 1e-14)
parahippocampal_lh_theta_entropy,0.5155645961,0.0021780658,regression exacte (residu < 1e-14)
parahippocampal_lh_theta_periodic,0.061514512,0.1034488739,regression exacte (residu < 1e-14)
parahippocampal_rh_all_connectivity,0.348545446,0.0080069544,regression exacte (residu < 1e-14)
parahippocampal_rh_all_entropy,0.7911933278,0.011488384,regression exacte (residu < 1e-14)
parahippocampal_rh_all_periodic,0.0687831591,0.030401589,regression exacte (residu < 1e-14)
parahippocampal_rh_alpha_connectivity,0.3586050509,0.0157227419,regression exacte (residu < 1e-14)
parahippocampal_rh_alpha_entropy,0.5737211662,0.002422587,regression exacte (residu < 1e-14)
parahippocampal_rh_alpha_periodic,0.0759375181,0.1351321837,regression exacte (residu < 1e-14)
parahippocampal_rh_beta_connectivity,0.3492105723,0.0085173903,regression exacte (residu < 1e-14)
parahippocampal_rh_beta_entropy,0.7200653359,0.0053032818,regression exacte (residu < 1e-14)
parahippocampal_rh_beta_periodic,0.0287946345,0.0408773771,regression exacte (residu < 1e-14)
parahippocampal_rh_delta_connectivity,0.3310585774,0.0227859202,regression exacte (residu < 1e-14)
parahippocampal_rh_delta_entropy,0.4590423722,0.0010932507,regression exacte (residu < 1e-14)
parahippocampal_rh_delta_periodic,0.1883855956,0.1389166091,regression exacte (residu < 1e-14)
parahippocampal_rh_exponent,0.8889355847,0.2790137423,regression exacte (residu < 1e-14)
parahippocampal_rh_gamma_connectivity,0.3498685774,0.0092408025,regression exacte (residu < 1e-14)
parahippocampal_rh_gamma_entropy,0.8479696477,0.0015761252,regression exacte (residu < 1e-14)
parahippocampal_rh_gamma_periodic,0.0939461233,0.0604256451,regression exacte (residu < 1e-14)
parahippocampal_rh_theta_connectivity,0.3321124412,0.0113486397,regression exacte (residu < 1e-14)
parahippocampal_rh_theta_entropy,0.5155487322,0.0022088037,regression exacte (residu < 1e-14)
parahippocampal_rh_theta_periodic,0.0575207463,0.1053513975,regression exacte (residu < 1e-14)
parsopercularis_lh_all_connectivity,0.3460234895,0.0064531246,regression exacte (residu < 1e-14)
parsopercularis_lh_all_entropy,0.7952071274,0.0104255114,regression exacte (residu < 1e-14)
parsopercularis_lh_all_periodic,0.073482503,0.0296370376,regression exacte (residu < 1e-14)
parsopercularis_lh_alpha_connectivity,0.353305195,0.0138038236,regression exacte (residu < 1e-14)
parsopercularis_lh_alpha_entropy,0.5737639401,0.002073584,regression exacte (residu < 1e-14)
parsopercularis_lh_alpha_periodic,0.0042658223,0.1137710066,regression exacte (residu < 1e-14)
parsopercularis_lh_beta_connectivity,0.3464714749,0.0064865271,regression exacte (residu < 1e-14)
parsopercularis_lh_beta_entropy,0.7226424104,0.004775183,regression exacte (residu < 1e-14)
parsopercularis_lh_beta_periodic,0.0452357183,0.0484507524,regression exacte (residu < 1e-14)
parsopercularis_lh_delta_connectivity,0.3321066049,0.0224653758,regression exacte (residu < 1e-14)
parsopercularis_lh_delta_entropy,0.458823842,0.0010950225,regression exacte (residu < 1e-14)
parsopercularis_lh_delta_periodic,0.255982405,0.1559285138,regression exacte (residu < 1e-14)
parsopercularis_lh_exponent,0.7028001686,0.3323205407,regression exacte (residu < 1e-14)
parsopercularis_lh_gamma_connectivity,0.3486713762,0.008333797,regression exacte (residu < 1e-14)
parsopercularis_lh_gamma_entropy,0.8482204274,0.0016848321,regression exacte (residu < 1e-14)
parsopercularis_lh_gamma_periodic,0.0992232475,0.0533293993,regression exacte (residu < 1e-14)
parsopercularis_lh_theta_connectivity,0.3297237055,0.0111351724,regression exacte (residu < 1e-14)
parsopercularis_lh_theta_entropy,0.515413241,0.0018281639,regression exacte (residu < 1e-14)
parsopercularis_lh_theta_periodic,0.0631072374,0.1122844183,regression exacte (residu < 1e-14)
parsopercularis_rh_all_connectivity,0.3455541598,0.0063597375,regression exacte (residu < 1e-14)
parsopercularis_rh_all_entropy,0.7941207662,0.0109884835,regression exacte (residu < 1e-14)
parsopercularis_rh_all_periodic,0.0699008362,0.0291008837,regression exacte (residu < 1e-14)
parsopercularis_rh_alpha_connectivity,0.3529264688,0.013461866,regression exacte (residu < 1e-14)
parsopercularis_rh_alpha_entropy,0.5737876659,0.0021180481,regression exacte (residu < 1e-14)
parsopercularis_rh_alpha_periodic,0.0126211424,0.1128065507,regression exacte (residu < 1e-14)
parsopercularis_rh_beta_connectivity,0.3459483613,0.0059789613,regression exacte (residu < 1e-14)
parsopercularis_rh_beta_entropy,0.7219842709,0.0047580198,regression exacte (residu < 1e-14)
parsopercularis_rh_beta_periodic,0.0477161732,0.0481525319,regression exacte (residu < 1e-14)
parsopercularis_rh_delta_connectivity,0.3311649174,0.0226885409,regression exacte (residu < 1e-14)
parsopercularis_rh_delta_entropy,0.4589745559,0.001077822,regression exacte (residu < 1e-14)
parsopercularis_rh_delta_periodic,0.2347118537,0.1532648311,regression exacte (residu < 1e-14)
parsopercularis_rh_exponent,0.7009564355,0.3274970746,regression exacte (residu < 1e-14)
parsopercularis_rh_gamma_connectivity,0.348025796,0.0081005835,regression exacte (residu < 1e-14)
parsopercularis_rh_gamma_entropy,0.8480926129,0.0017169191,regression exacte (residu < 1e-14)
parsopercularis_rh_gamma_periodic,0.0867049941,0.0533983719,regression exacte (residu < 1e-14)
parsopercularis_rh_theta_connectivity,0.3292298669,0.0113472434,regression exacte (residu < 1e-14)
parsopercularis_rh_theta_entropy,0.5156134002,0.0017847052,regression exacte (residu < 1e-14)
parsopercularis_rh_theta_periodic,0.0581565533,0.1059878955,regression exacte (residu < 1e-14)
parsorbitalis_lh_all_connectivity,0.346478158,0.0066521781,regression exacte (residu < 1e-14)
parsorbitalis_lh_all_entropy,0.7922028539,0.0106452836,regression exacte (residu < 1e-14)
parsorbitalis_lh_all_periodic,0.0771929974,0.0324196954,regression exacte (residu < 1e-14)
parsorbitalis_lh_alpha_connectivity,0.3549141002,0.0141107852,regression exacte (residu < 1e-14)
parsorbitalis_lh_alpha_entropy,0.5735000955,0.0020464083,regression exacte (residu < 1e-14)
parsorbitalis_lh_alpha_periodic,0.0217308723,0.1272557329,regression exacte (residu < 1e-14)
parsorbitalis_lh_beta_connectivity,0.3467532818,0.0062881756,regression exacte (residu < 1e-14)
parsorbitalis_lh_beta_entropy,0.7222504869,0.0052008783,regression exacte (residu < 1e-14)
parsorbitalis_lh_beta_periodic,0.0466152273,0.0475779907,regression exacte (residu < 1e-14)
parsorbitalis_lh_delta_connectivity,0.3320996243,0.0235773827,regression exacte (residu < 1e-14)
parsorbitalis_lh_delta_entropy,0.4587812281,0.0011003031,regression exacte (residu < 1e-14)
parsorbitalis_lh_delta_periodic,0.2489466285,0.1614331548,regression exacte (residu < 1e-14)
parsorbitalis_lh_exponent,0.8075718144,0.3169484867,regression exacte (residu < 1e-14)
parsorbitalis_lh_gamma_connectivity,0.3484876813,0.0080881334,regression exacte (residu < 1e-14)
parsorbitalis_lh_gamma_entropy,0.8477339561,0.0016453659,regression exacte (residu < 1e-14)
parsorbitalis_lh_gamma_periodic,0.100493381,0.0604945105,regression exacte (residu < 1e-14)
parsorbitalis_lh_theta_connectivity,0.3316328689,0.0119332689,regression exacte (residu < 1e-14)
parsorbitalis_lh_theta_entropy,0.5153057728,0.0019303234,regression exacte (residu < 1e-14)
parsorbitalis_lh_theta_periodic,0.0767742456,0.1176698342,regression exacte (residu < 1e-14)
parsorbitalis_rh_all_connectivity,0.3464054096,0.0067377389,regression exacte (residu < 1e-14)
parsorbitalis_rh_all_entropy,0.7926799322,0.0105971655,regression exacte (residu < 1e-14)
parsorbitalis_rh_all_periodic,0.0743107944,0.0328065269,regression exacte (residu < 1e-14)
parsorbitalis_rh_alpha_connectivity,0.3548022109,0.0142516058,regression exacte (residu < 1e-14)
parsorbitalis_rh_alpha_entropy,0.5736241263,0.0020054066,regression exacte (residu < 1e-14)
parsorbitalis_rh_alpha_periodic,0.0128770072,0.1244632974,regression exacte (residu < 1e-14)
parsorbitalis_rh_beta_connectivity,0.346830938,0.0063191965,regression exacte (residu < 1e-14)
parsorbitalis_rh_beta_entropy,0.7222259254,0.0052131391,regression exacte (residu < 1e-14)
parsorbitalis_rh_beta_periodic,0.0464623762,0.0505117654,regression exacte (residu < 1e-14)
parsorbitalis_rh_delta_connectivity,0.3318434186,0.023870874,regression exacte (residu < 1e-14)
parsorbitalis_rh_delta_entropy,0.4587620379,0.0010878283,regression exacte (residu < 1e-14)
parsorbitalis_rh_delta_periodic,0.2433611862,0.160572172,regression exacte (residu < 1e-14)
parsorbitalis_rh_exponent,0.7951343054,0.3094515486,regression exacte (residu < 1e-14)
parsorbitalis_rh_gamma_connectivity,0.3484353845,0.008287786,regression exacte (residu < 1e-14)
parsorbitalis_rh_gamma_entropy,0.84779889,0.00174156,regression exacte (residu < 1e-14)
parsorbitalis_rh_gamma_periodic,0.097658947,0.0575101813,regression exacte (residu < 1e-14)
parsorbitalis_rh_theta_connectivity,0.3315521492,0.01225374,regression exacte (residu < 1e-14)
parsorbitalis_rh_theta_entropy,0.5153016695,0.0018543126,regression exacte (residu < 1e-14)
parsorbitalis_rh_theta_periodic,0.0662377449,0.1109013341,regression exacte (residu < 1e-14)
parstriangularis_lh_all_connectivity,0.3462102249,0.0066776279,regression exacte (residu < 1e-14)
parstriangularis_lh_all_entropy,0.7941339843,0.0107232979,regression exacte (residu < 1e-14)
parstriangularis_lh_all_periodic,0.0748012122,0.0313758603,regression exacte (residu < 1e-14)
parstriangularis_lh_alpha_connectivity,0.3533086198,0.0137209838,regression exacte (residu < 1e-14)
parstriangularis_lh_alpha_entropy,0.5736277749,0.0020294788,regression exacte (residu < 1e-14)
parstriangularis_lh_alpha_periodic,0.0016518661,0.1201144346,regression exacte (residu < 1e-14)
parstriangularis_lh_beta_connectivity,0.3464908735,0.0061907539,regression exacte (residu < 1e-14)
parstriangularis_lh_beta_entropy,0.7228205078,0.0050385189,regression exacte (residu < 1e-14)
parstriangularis_lh_beta_periodic,0.0459470262,0.0477802135,regression exacte (residu < 1e-14)
parstriangularis_lh_delta_connectivity,0.3319401239,0.0226946831,regression exacte (residu < 1e-14)
parstriangularis_lh_delta_entropy,0.45878229,0.0010623715,regression exacte (residu < 1e-14)
parstriangularis_lh_delta_periodic,0.2582926759,0.1563178991,regression exacte (residu < 1e-14)
parstriangularis_lh_exponent,0.7367143143,0.3213038289,regression exacte (residu < 1e-14)
parstriangularis_lh_gamma_connectivity,0.3488096099,0.0084615587,regression exacte (residu < 1e-14)
parstriangularis_lh_gamma_entropy,0.8479721133,0.0017321179,regression exacte (residu < 1e-14)
parstriangularis_lh_gamma_periodic,0.1018769028,0.0566652229,regression exacte (residu < 1e-14)
parstriangularis_lh_theta_connectivity,0.3305984053,0.0115111644,regression exacte (residu < 1e-14)
parstriangularis_lh_theta_entropy,0.5153534763,0.0018111961,regression exacte (residu < 1e-14)
parstriangularis_lh_theta_periodic,0.0661731356,0.1171221099,regression exacte (residu < 1e-14)
parstriangularis_rh_all_connectivity,0.346224331,0.006764742,regression exacte (residu < 1e-14)
parstriangularis_rh_all_entropy,0.7939661639,0.0107374968,regression exacte (residu < 1e-14)
parstriangularis_rh_all_periodic,0.0724666585,0.0301549407,regression exacte (residu < 1e-14)
parstriangularis_rh_alpha_connectivity,0.3537858092,0.0140134461,regression exacte (residu < 1e-14)
parstriangularis_rh_alpha_entropy,0.5737434374,0.0020017604,regression exacte (residu < 1e-14)
parstriangularis_rh_alpha_periodic,0.0067878172,0.1147694784,regression exacte (residu < 1e-14)
parstriangularis_rh_beta_connectivity,0.346572422,0.0064672076,regression exacte (residu < 1e-14)
parstriangularis_rh_beta_entropy,0.722468566,0.0049723786,regression exacte (residu < 1e-14)
parstriangularis_rh_beta_periodic,0.0455338128,0.0472205927,regression exacte (residu < 1e-14)
parstriangularis_rh_delta_connectivity,0.3322815606,0.0227066268,regression exacte (residu < 1e-14)
parstriangularis_rh_delta_entropy,0.4588212266,0.0010573476,regression exacte (residu < 1e-14)
parstriangularis_rh_delta_periodic,0.252424338,0.1657680568,regression exacte (residu < 1e-14)
parstriangularis_rh_exponent,0.7338549439,0.3216218808,regression exacte (residu < 1e-14)
parstriangularis_rh_gamma_connectivity,0.3486565013,0.0085289715,regression exacte (residu < 1e-14)
parstriangularis_rh_gamma_entropy,0.8479549533,0.0016882596,regression exacte (residu < 1e-14)
parstriangularis_rh_gamma_periodic,0.0966129507,0.0550180072,regression exacte (residu < 1e-14)
parstriangularis_rh_theta_connectivity,0.3303895715,0.0113959135,regression exacte (residu < 1e-14)
parstriangularis_rh_theta_entropy,0.5154637601,0.0018193171,regression exacte (residu < 1e-14)
parstriangularis_rh_theta_periodic,0.0638296524,0.1138976149,regression exacte (residu < 1e-14)
pericalcarine_lh_all_connectivity,0.3460689986,0.006465979,regression exacte (residu < 1e-14)
pericalcarine_lh_all_entropy,0.7812909871,0.0173313686,regression exacte (residu < 1e-14)
pericalcarine_lh_all_periodic,0.0720218348,0.0300684841,regression exacte (residu < 1e-14)
pericalcarine_lh_alpha_connectivity,0.3598515371,0.0176428966,regression exacte (residu < 1e-14)
pericalcarine_lh_alpha_entropy,0.5737561895,0.0028942055,regression exacte (residu < 1e-14)
pericalcarine_lh_alpha_periodic,0.1776802673,0.1827872289,regression exacte (residu < 1e-14)
pericalcarine_lh_beta_connectivity,0.346177145,0.0064330956,regression exacte (residu < 1e-14)
pericalcarine_lh_beta_entropy,0.7155771889,0.0069113165,regression exacte (residu < 1e-14)
pericalcarine_lh_beta_periodic,0.0349505836,0.0426591441,regression exacte (residu < 1e-14)
pericalcarine_lh_delta_connectivity,0.3290461374,0.0230084247,regression exacte (residu < 1e-14)
pericalcarine_lh_delta_entropy,0.4592807024,0.0011446441,regression exacte (residu < 1e-14)
pericalcarine_lh_delta_periodic,0.1056448661,0.115314862,regression exacte (residu < 1e-14)
pericalcarine_lh_exponent,1.0475085945,0.3175071966,regression exacte (residu < 1e-14)
pericalcarine_lh_gamma_connectivity,0.3476082358,0.0081012456,regression exacte (residu < 1e-14)
pericalcarine_lh_gamma_entropy,0.8475124351,0.0017173979,regression exacte (residu < 1e-14)
pericalcarine_lh_gamma_periodic,0.0782468699,0.0595820105,regression exacte (residu < 1e-14)
pericalcarine_lh_theta_connectivity,0.3308911257,0.0109714978,regression exacte (residu < 1e-14)
pericalcarine_lh_theta_entropy,0.5158179463,0.002240225,regression exacte (residu < 1e-14)
pericalcarine_lh_theta_periodic,0.0635627986,0.1007794932,regression exacte (residu < 1e-14)
pericalcarine_rh_all_connectivity,0.3459183863,0.0065796162,regression exacte (residu < 1e-14)
pericalcarine_rh_all_entropy,0.7823360223,0.0178517353,regression exacte (residu < 1e-14)
pericalcarine_rh_all_periodic,0.0704696935,0.0298513534,regression exacte (residu < 1e-14)
pericalcarine_rh_alpha_connectivity,0.3593004898,0.0174723705,regression exacte (residu < 1e-14)
pericalcarine_rh_alpha_entropy,0.5738315411,0.0028834657,regression exacte (residu < 1e-14)
pericalcarine_rh_alpha_periodic,0.1769569815,0.1849774346,regression exacte (residu < 1e-14)
pericalcarine_rh_beta_connectivity,0.3457802811,0.0059399727,regression exacte (residu < 1e-14)
pericalcarine_rh_beta_entropy,0.7159196602,0.0068367814,regression exacte (residu < 1e-14)
pericalcarine_rh_beta_periodic,0.0330229952,0.0436155385,regression exacte (residu < 1e-14)
pericalcarine_rh_delta_connectivity,0.3296008976,0.0225856721,regression exacte (residu < 1e-14)
pericalcarine_rh_delta_entropy,0.4592068614,0.0011052713,regression exacte (residu < 1e-14)
pericalcarine_rh_delta_periodic,0.105764839,0.114323383,regression exacte (residu < 1e-14)
pericalcarine_rh_exponent,1.02597424,0.3242703842,regression exacte (residu < 1e-14)
pericalcarine_rh_gamma_connectivity,0.3475210249,0.0082524842,regression exacte (residu < 1e-14)
pericalcarine_rh_gamma_entropy,0.8475682922,0.0016656678,regression exacte (residu < 1e-14)
pericalcarine_rh_gamma_periodic,0.0789475096,0.0587284035,regression exacte (residu < 1e-14)
pericalcarine_rh_theta_connectivity,0.3306913602,0.0113309436,regression exacte (residu < 1e-14)
pericalcarine_rh_theta_entropy,0.5159424194,0.0021671485,regression exacte (residu < 1e-14)
pericalcarine_rh_theta_periodic,0.0575869082,0.0980871454,regression exacte (residu < 1e-14)
periodic_all_mean,0.0724536016,0.0191153822,"moyenne des 68 ROI, verifiee (residu 1e-16)"
periodic_alpha_mean,0.0850152046,0.108872394,"moyenne des 68 ROI, verifiee (residu 3e-16)"
periodic_beta_mean,0.0438159401,0.0332635796,"moyenne des 68 ROI, verifiee (residu 3e-16)"
periodic_delta_mean,0.1788875161,0.0993778522,"moyenne des 68 ROI, verifiee (residu 1e-16)"
periodic_gamma_mean,0.0828813734,0.0405441555,"moyenne des 68 ROI, verifiee (residu 1e-16)"
periodic_theta_mean,0.0730009471,0.0789826743,"moyenne des 68 ROI, verifiee (residu 3e-16)"
postcentral_lh_all_connectivity,0.3455124968,0.0061702557,regression exacte (residu < 1e-14)
postcentral_lh_all_entropy,0.7861671603,0.013247335,regression exacte (residu < 1e-14)
postcentral_lh_all_periodic,0.0675469575,0.0289702671,regression exacte (residu < 1e-14)
postcentral_lh_alpha_connectivity,0.3575310369,0.0165764898,regression exacte (residu < 1e-14)
postcentral_lh_alpha_entropy,0.5732072631,0.0030921763,regression exacte (residu < 1e-14)
postcentral_lh_alpha_periodic,0.1207106576,0.145353973,regression exacte (residu < 1e-14)
postcentral_lh_beta_connectivity,0.3458282024,0.0063025087,regression exacte (residu < 1e-14)
postcentral_lh_beta_entropy,0.7191234848,0.0047902036,regression exacte (residu < 1e-14)
postcentral_lh_beta_periodic,0.0310930103,0.0385048235,regression exacte (residu < 1e-14)
postcentral_lh_delta_connectivity,0.3300106207,0.0221044193,regression exacte (residu < 1e-14)
postcentral_lh_delta_entropy,0.4590821771,0.0010762806,regression exacte (residu < 1e-14)
postcentral_lh_delta_periodic,0.1491772547,0.135345045,regression exacte (residu < 1e-14)
postcentral_lh_exponent,0.9423484842,0.2781631945,regression exacte (residu < 1e-14)
postcentral_lh_gamma_connectivity,0.3473448162,0.0077901928,regression exacte (residu < 1e-14)
postcentral_lh_gamma_entropy,0.8476628893,0.0015407694,regression exacte (residu < 1e-14)
postcentral_lh_gamma_periodic,0.0740444351,0.052591638,regression exacte (residu < 1e-14)
postcentral_lh_theta_connectivity,0.3286610535,0.0104238172,regression exacte (residu < 1e-14)
postcentral_lh_theta_entropy,0.5158409536,0.0020653434,regression exacte (residu < 1e-14)
postcentral_lh_theta_periodic,0.0792575177,0.1142244841,regression exacte (residu < 1e-14)
postcentral_rh_all_connectivity,0.3457042404,0.0061660722,regression exacte (residu < 1e-14)
postcentral_rh_all_entropy,0.7884882698,0.0121122634,regression exacte (residu < 1e-14)
postcentral_rh_all_periodic,0.0681517248,0.0283557334,regression exacte (residu < 1e-14)
postcentral_rh_alpha_connectivity,0.3574969786,0.0163607508,regression exacte (residu < 1e-14)
postcentral_rh_alpha_entropy,0.5734534333,0.0028000206,regression exacte (residu < 1e-14)
postcentral_rh_alpha_periodic,0.1007471954,0.1366278422,regression exacte (residu < 1e-14)
postcentral_rh_beta_connectivity,0.3459901556,0.0060181779,regression exacte (residu < 1e-14)
postcentral_rh_beta_entropy,0.7194800742,0.0048080128,regression exacte (residu < 1e-14)
postcentral_rh_beta_periodic,0.0343188287,0.0406360125,regression exacte (residu < 1e-14)
postcentral_rh_delta_connectivity,0.3301616472,0.0221517747,regression exacte (residu < 1e-14)
postcentral_rh_delta_entropy,0.4590692874,0.0010482708,regression exacte (residu < 1e-14)
postcentral_rh_delta_periodic,0.1606546224,0.1387747447,regression exacte (residu < 1e-14)
postcentral_rh_exponent,0.8840870213,0.2808851235,regression exacte (residu < 1e-14)
postcentral_rh_gamma_connectivity,0.3476592071,0.0075628179,regression exacte (residu < 1e-14)
postcentral_rh_gamma_entropy,0.847856429,0.0016014485,regression exacte (residu < 1e-14)
postcentral_rh_gamma_periodic,0.0781745606,0.0521723471,regression exacte (residu < 1e-14)
postcentral_rh_theta_connectivity,0.328982915,0.0114001109,regression exacte (residu < 1e-14)
